"","price","date","sqm","postcode","property_type","new_build","estate_type","number","street","town","district","transaction_category","Adress","index","years","bedrooms","bathrooms","en_suite"
"473",250000,2013-05-17,64,"SE19 1JU","flat","No","leasehold","55B","WHITELEY ROAD","LONDON","LAMBETH","A","55B WHITELEY ROAD ","LONDON403",69,2,3,1
"474",220000,2010-03-29,53,"SE19 1QH","flat","No","leasehold","71","GIPSY HILL","LONDON","LAMBETH","A","71 GIPSY HILL ","LONDON404",15,3,3,1
"475",250000,2009-01-14,39,"SE19 2UA","flat","No","leasehold","15","LANSDOWNE PLACE","LONDON","CROYDON","A","15 LANSDOWNE PLACE LONDON","LONDON405",37,2,2,1
"476",340000,2016-01-15,45,"SE19 3AT","flat","No","leasehold","18B","GATESTONE ROAD","LONDON","CROYDON","A","18B GATESTONE ROAD ","LONDON406",97,2,2,0
"477",493999,2012-09-13,66,"SE19 3SZ","semi-detached","No","freehold","31","ROCKMOUNT ROAD","LONDON","CROYDON","A","31 ROCKMOUNT ROAD ","LONDON407",39,2,2,0
"478",242000,2008-03-27,68,"SE2 0PA","terraced","No","freehold","112","WOODBROOK ROAD","LONDON","GREENWICH","A","112 WOODBROOK ROAD LONDON","LONDON408",43,2,3,1
"479",248000,2015-10-30,28,"SE2 9QJ","terraced","No","freehold","46","FELIXSTOWE ROAD","LONDON","GREENWICH","B","46 FELIXSTOWE ROAD ","LONDON409",20,1,1,1
"480",167000,2012-03-19,37,"SE20 7TT","flat","No","leasehold","121","CROYDON ROAD","LONDON","BROMLEY","A","121 CROYDON ROAD ","LONDON410",79,2,2,0
"481",273000,2007-09-12,66,"SE20 7YH","semi-detached","No","freehold","11","SHERINGHAM ROAD","LONDON","BROMLEY","A","11 SHERINGHAM ROAD LONDON","LONDON411",42,2,2,0
"482",269995,2008-06-13,77,"SE20 7YL","terraced","No","freehold","58","WARWICK ROAD","LONDON","BROMLEY","A","58 WARWICK ROAD LONDON","LONDON412",30,3,4,1
"483",185000,2010-10-01,30,"SE20 8QJ","flat","No","leasehold","7A","LAUREL GROVE","LONDON","BROMLEY","A","7A LAUREL GROVE ","LONDON413",44,1,2,1
"484",925000,2016-03-14,236,"SE21 7JR","terraced","No","freehold","9","AYSGARTH ROAD","LONDON","SOUTHWARK","A","9 AYSGARTH ROAD ","LONDON414",32,5,4,1
"485",249000,2013-10-18,39,"SE21 8BT","flat","No","leasehold","CLEVEDON COURT","CLIVE ROAD","LONDON","LAMBETH","A","CLEVEDON COURT CLIVE ROAD ","LONDON415",47,2,2,0
"486",175000,2009-10-30,39,"SE21 8BT","flat","No","leasehold","CLEVEDON COURT","CLIVE ROAD","LONDON","LAMBETH","A","CLEVEDON COURT CLIVE ROAD ","LONDON415",43,2,2,0
"487",272500,2012-09-12,54,"SE21 8DE","flat","No","leasehold","46A","TRITTON ROAD","LONDON","LAMBETH","A","46A TRITTON ROAD ","LONDON416",18,2,2,1
"488",185000,2009-01-16,33,"SE22 0NQ","flat","No","leasehold","MUNDANIA COURT","FOREST HILL ROAD","LONDON","SOUTHWARK","A","MUNDANIA COURT FOREST HILL ROAD LONDON","LONDON417",55,1,1,0
"489",245000,2010-01-29,27,"SE22 0PQ","flat","No","leasehold","79A","OVERHILL ROAD","LONDON","SOUTHWARK","A","79A OVERHILL ROAD ","LONDON418",57,1,2,1
"490",480000,2016-01-05,68,"SE22 0RX","flat","No","leasehold","32C","MARMORA ROAD","LONDON","SOUTHWARK","A","32C MARMORA ROAD ","LONDON419",48,3,4,1
"491",295000,2012-12-19,68,"SE22 0RX","flat","No","leasehold","32C","MARMORA ROAD","LONDON","SOUTHWARK","A","32C MARMORA ROAD ","LONDON419",44,3,4,1
"492",290000,2012-10-26,8,"SE22 8HD","flat","No","leasehold","140A","LORDSHIP LANE","LONDON","SOUTHWARK","A","140A LORDSHIP LANE ","LONDON420",45,1,2,1
"493",420000,2009-02-20,116,"SE22 8HS","semi-detached","No","freehold","1","TINTAGEL GARDENS","LONDON","SOUTHWARK","A","1 TINTAGEL GARDENS LONDON","LONDON421",63,2,3,1
"494",295000,2013-10-18,63,"SE22 8JH","flat","No","leasehold","343A","LORDSHIP LANE","LONDON","SOUTHWARK","A","343A LORDSHIP LANE ","LONDON422",60,2,3,1
"495",226000,2009-10-23,63,"SE22 8JH","flat","No","leasehold","343A","LORDSHIP LANE","LONDON","SOUTHWARK","A","343A LORDSHIP LANE ","LONDON422",56,2,3,1
"496",135000,2009-03-10,39,"SE22 9EP","flat","No","leasehold","192A","CRYSTAL PALACE ROAD","LONDON","SOUTHWARK","A","192A CRYSTAL PALACE ROAD LONDON","LONDON423",40,2,2,0
"497",572000,2008-02-28,163,"SE22 9EX","terraced","No","freehold","43","CRYSTAL PALACE ROAD","LONDON","SOUTHWARK","A","43 CRYSTAL PALACE ROAD LONDON","LONDON424",4,5,2,0
"498",1105000,2015-10-09,260,"SE22 9HE","terraced","No","freehold","40","LACON ROAD","LONDON","SOUTHWARK","A","40 LACON ROAD ","LONDON425",95,9,6,1
"499",223000,2010-06-14,6,"SE22 9LF","flat","No","leasehold","26","RODWELL ROAD","LONDON","SOUTHWARK","A","26 RODWELL ROAD ","LONDON426",30,1,2,1
"500",295000,2012-10-26,71,"SE23 1DN","flat","No","leasehold","7","ACKROYD ROAD","LONDON","LEWISHAM","A","7 ACKROYD ROAD ","LONDON427",55,2,2,0
"501",285000,2012-09-07,86,"SE23 1DX","flat","No","leasehold","7","HONOR OAK PARK","LONDON","LEWISHAM","A","7 HONOR OAK PARK ","LONDON428",22,2,3,0
"502",290000,2015-12-18,35,"SE23 1RW","terraced","No","freehold","20","OWENS WAY","LONDON","LEWISHAM","A","20 OWENS WAY ","LONDON429",93,2,2,0
"503",470000,2015-12-22,92,"SE23 2QU","terraced","No","freehold","125","PERRY RISE","LONDON","LEWISHAM","A","125 PERRY RISE ","LONDON430",149,2,3,0
"504",260000,2012-05-11,65,"SE23 2TR","flat","No","leasehold","3B","WOOLSTONE ROAD","LONDON","LEWISHAM","A","3B WOOLSTONE ROAD ","LONDON431",46,2,2,1
"505",262500,2013-03-28,43,"SE23 3LB","flat","No","leasehold","105C","HONOR OAK PARK","LONDON","LEWISHAM","A","105C HONOR OAK PARK ","LONDON432",30,2,2,1
"506",385000,2016-05-13,46,"SE23 3LF","flat","No","leasehold","OAKHILL COURT","HONOR OAK PARK","LONDON","SOUTHWARK","A","OAKHILL COURT HONOR OAK PARK ","LONDON433",9,2,2,1
"507",350000,2008-09-12,76,"SE24 0LU","terraced","No","freehold","173","RAILTON ROAD","LONDON","LAMBETH","A","173 RAILTON ROAD LONDON","LONDON434",56,2,2,1
"508",325000,2010-09-30,64,"SE24 0PA","flat","No","leasehold","32A","DULWICH ROAD","LONDON","LAMBETH","A","32A DULWICH ROAD ","LONDON435",49,2,3,1
"509",480000,2015-10-22,86,"SE24 9AG","flat","No","leasehold","277","NORWOOD ROAD","LONDON","LAMBETH","A","277 NORWOOD ROAD ","LONDON436",42,2,3,1
"510",237500,2009-08-03,78,"SE24 9QP","flat","No","leasehold","82C","HERNE HILL","LONDON","LAMBETH","A","82C HERNE HILL ","LONDON437",67,2,2,1
"511",130000,2016-04-08,19,"SE25 4TA","flat","No","leasehold","22","MANOR ROAD","LONDON","CROYDON","A","22 MANOR ROAD ","LONDON438",20,1,1,0
"512",94000,2009-11-17,28,"SE25 5HP","flat","No","leasehold","77","ANTHONY ROAD","LONDON","CROYDON","A","77 ANTHONY ROAD ","LONDON439",57,1,1,0
"513",160000,2015-09-30,79,"SE25 6AA","flat","No","leasehold","15","SOUTH NORWOOD HILL","LONDON","CROYDON","A","15 SOUTH NORWOOD HILL ","LONDON440",121,2,3,1
"514",394000,2012-03-23,105,"SE25 6DN","semi-detached","No","freehold","205","SOUTH NORWOOD HILL","LONDON","CROYDON","A","205 SOUTH NORWOOD HILL ","LONDON441",39,2,1,0
"515",287000,2016-05-16,94,"SE25 6LQ","flat","No","leasehold","151","SELHURST ROAD","LONDON","CROYDON","A","151 SELHURST ROAD ","LONDON442",29,2,3,0
"516",265000,2015-12-18,43,"SE25 6LQ","flat","No","leasehold","155A","SELHURST ROAD","LONDON","CROYDON","A","155A SELHURST ROAD ","LONDON443",20,2,2,0
"517",292500,2008-03-20,74,"SE25 6UB","terraced","No","freehold","1","NUGENT ROAD","LONDON","CROYDON","A","1 NUGENT ROAD LONDON","LONDON444",46,2,2,0
"518",300000,2009-01-28,109,"SE26 5RN","terraced","No","freehold","85","KNIGHTON PARK ROAD","LONDON","LEWISHAM","A","85 KNIGHTON PARK ROAD LONDON","LONDON445",41,4,4,1
"519",205000,2016-05-12,37,"SE26 5TQ","flat","No","leasehold","19","WINCHFIELD ROAD","LONDON","LEWISHAM","A","19 WINCHFIELD ROAD ","LONDON446",92,2,3,1
"520",367000,2016-03-29,60,"SE26 6BB","flat","No","leasehold","15","KELVIN GROVE","LONDON","LEWISHAM","A","15 KELVIN GROVE ","LONDON447",90,2,2,0
"521",217000,2013-05-16,18,"SE26 6HF","flat","No","leasehold","CONISTON COURT","SPRINGFIELD ROAD","LONDON","BROMLEY","A","CONISTON COURT SPRINGFIELD ROAD ","LONDON448",61,1,2,1
"522",227000,2008-08-22,35,"SE26 6UJ","flat","No","leasehold","GRACE HOUSE","SYDENHAM AVENUE","LONDON","BROMLEY","A","GRACE HOUSE SYDENHAM AVENUE LONDON","LONDON449",50,2,2,1
"523",171000,2010-08-11,56,"SE27 0HZ","flat","No","leasehold","16D","BLOOM GROVE","LONDON","LAMBETH","A","16D BLOOM GROVE ","LONDON450",41,2,2,1
"524",248000,2012-07-13,65,"SE27 0PB","flat","No","leasehold","130B","CANTERBURY GROVE","LONDON","LAMBETH","A","130B CANTERBURY GROVE ","LONDON451",14,2,2,1
"525",225000,2009-11-13,72,"SE27 0RJ","flat","No","leasehold","29","ST JULIANS FARM ROAD","LONDON","LAMBETH","A","29 ST JULIANS FARM ROAD ","LONDON452",52,2,3,0
"526",341500,2016-01-21,53,"SE27 9BA","flat","No","leasehold","3","PAGODA GROVE","LONDON","LAMBETH","A","3 PAGODA GROVE ","LONDON453",119,2,2,1
"527",265000,2013-09-12,24,"SE27 9JY","terraced","No","freehold","30","DUNBAR STREET","LONDON","LAMBETH","A","30 DUNBAR STREET ","LONDON454",61,1,2,1
"528",137000,2013-06-21,42,"SE27 9QX","flat","No","leasehold","ROMMANY COURT","GIPSY ROAD","LONDON","LAMBETH","A","ROMMANY COURT GIPSY ROAD ","LONDON455",12,2,2,0
"529",312000,2016-04-15,33,"SE27 9TT","flat","No","leasehold","CHAUCER HOUSE","BENTONS LANE","LONDON","LAMBETH","A","CHAUCER HOUSE BENTONS LANE ","LONDON456",42,1,1,0
"530",166000,2010-10-29,33,"SE27 9TT","flat","No","leasehold","CHAUCER HOUSE","BENTONS LANE","LONDON","LAMBETH","A","CHAUCER HOUSE BENTONS LANE ","LONDON456",37,1,1,0
"531",375000,2016-03-31,40,"SE28 0BN","terraced","No","freehold","16","ALLENBY ROAD","LONDON","GREENWICH","A","16 ALLENBY ROAD ","LONDON457",112,2,2,1
"532",227000,2012-05-01,51,"SE28 0GH","flat","No","leasehold","GRANARY MANSIONS","EREBUS DRIVE","LONDON","GREENWICH","A","GRANARY MANSIONS EREBUS DRIVE ","LONDON458",49,2,3,1
"533",358000,2016-05-27,51,"SE28 0GH","flat","No","leasehold","GRANARY MANSIONS","EREBUS DRIVE","LONDON","GREENWICH","A","GRANARY MANSIONS EREBUS DRIVE ","LONDON458",53,2,3,1
"534",200000,2009-01-20,32,"SE28 0HL","semi-detached","No","freehold","62","WARE POINT DRIVE","LONDON","GREENWICH","A","62 WARE POINT DRIVE LONDON","LONDON459",35,1,1,0
"535",185000,2016-02-29,9,"SE28 0JA","flat","No","leasehold","68","MILES DRIVE","LONDON","GREENWICH","B","68 MILES DRIVE ","LONDON460",14,1,1,1
"536",135000,2010-07-13,23,"SE28 0JA","flat","No","leasehold","70","MILES DRIVE","LONDON","GREENWICH","A","70 MILES DRIVE ","LONDON461",60,1,2,1
"537",217000,2013-03-19,7,"SE28 0JH","terraced","No","freehold","52","MARATHON WAY","LONDON","GREENWICH","A","52 MARATHON WAY ","LONDON462",17,1,1,0
"538",145000,2013-09-10,54,"SE28 0LP","flat","No","leasehold","9","TEASEL CRESCENT","LONDON","GREENWICH","A","9 TEASEL CRESCENT ","LONDON463",60,2,3,1
"539",110000,2009-05-07,54,"SE28 0LP","flat","No","leasehold","9","TEASEL CRESCENT","LONDON","GREENWICH","A","9 TEASEL CRESCENT ","LONDON463",56,2,3,1
"540",180000,2015-10-12,26,"SE28 0NG","flat","No","leasehold","CHARLESMERE GARDENS","THAMES REACH","LONDON","GREENWICH","A","CHARLESMERE GARDENS THAMES REACH THAMESMEAD","LONDON464",22,1,1,0
"541",110000,2013-11-28,26,"SE28 0NG","flat","No","leasehold","CHARLESMERE GARDENS","THAMES REACH","LONDON","GREENWICH","A","CHARLESMERE GARDENS THAMES REACH THAMESMEAD","LONDON464",20,1,1,0
"542",266000,2016-03-30,31,"SE28 8TE","terraced","No","freehold","293","NEWMARSH ROAD","LONDON","GREENWICH","A","293 NEWMARSH ROAD ","LONDON465",12,1,2,1
"543",303500,2015-10-09,56,"SE3 0EZ","flat","No","leasehold","MINERVA LODGE, 25 - 30","SWEYN PLACE","LONDON","GREENWICH","A","MINERVA LODGE, 25 - 30 SWEYN PLACE ","LONDON466",84,2,2,1
"544",309950,2013-10-04,55,"SE3 0LR","flat","No","leasehold","17","KIDBROOKE PARK ROAD","LONDON","GREENWICH","A","17 KIDBROOKE PARK ROAD ","LONDON467",23,2,2,1
"545",272500,2013-11-06,37,"SE3 0LW","flat","No","leasehold","6","KIDBROOKE PARK ROAD","LONDON","GREENWICH","A","6 KIDBROOKE PARK ROAD ","LONDON468",39,2,3,1
"546",2350000,2012-09-21,205,"SE3 0TY","semi-detached","No","freehold","6","DUKE HUMPHREY ROAD","LONDON","LEWISHAM","A","6 DUKE HUMPHREY ROAD ","LONDON469",119,6,5,1
"547",253000,2013-11-29,47,"SE3 7DT","flat","No","leasehold","150","WESTCOMBE HILL","LONDON","GREENWICH","A","150 WESTCOMBE HILL ","LONDON470",18,2,2,1
"548",185000,2008-08-14,62,"SE3 7HU","flat","No","leasehold","89","SHOOTERS HILL ROAD","LONDON","GREENWICH","A","89 SHOOTERS HILL ROAD LONDON","LONDON471",44,2,2,1
"549",1300000,2010-08-19,228,"SE3 7LR","semi-detached","No","freehold","77","HUMBER ROAD","LONDON","GREENWICH","A","77 HUMBER ROAD ","LONDON472",48,6,5,1
"550",445000,2015-05-20,43,"SE3 7QZ","flat","No","leasehold","51E","WESTCOMBE PARK ROAD","LONDON","GREENWICH","A","51E WESTCOMBE PARK ROAD ","LONDON473",49,2,3,1
"551",245000,2009-08-21,43,"SE3 7QZ","flat","No","leasehold","51E","WESTCOMBE PARK ROAD","LONDON","GREENWICH","A","51E WESTCOMBE PARK ROAD ","LONDON473",44,2,3,1
"552",353900,2007-12-17,83,"SE3 7SB","flat","No","leasehold","22B","GLENLUCE ROAD","LONDON","GREENWICH","A","22B GLENLUCE ROAD LONDON","LONDON474",41,2,3,1
"553",457000,2013-04-05,64,"SE3 7TE","flat","No","leasehold","BARDON LODGE","STRATHEDEN ROAD","LONDON","GREENWICH","A","BARDON LODGE STRATHEDEN ROAD ","LONDON475",30,2,3,1
"554",375000,2012-02-27,75,"SE3 7TG","flat","No","leasehold","4C","ST JOHNS PARK","LONDON","GREENWICH","A","4C ST JOHNS PARK ","LONDON476",49,2,3,1
"555",225000,2013-09-10,45,"SE3 8BP","flat","No","leasehold","5C","EAST BROOK ROAD","LONDON","GREENWICH","A","5C EAST BROOK ROAD ","LONDON477",55,2,2,0
"556",190000,2010-12-13,45,"SE3 8BP","flat","No","leasehold","5C","EAST BROOK ROAD","LONDON","GREENWICH","A","5C EAST BROOK ROAD ","LONDON477",52,2,2,0
"557",346000,2009-01-16,83,"SE3 8SS","terraced","No","freehold","15","LIZBAN STREET","LONDON","GREENWICH","A","15 LIZBAN STREET LONDON","LONDON478",36,2,3,1
"558",360000,2009-07-15,66,"SE3 9DP","flat","No","leasehold","78","MEADOWCOURT ROAD","LONDON","GREENWICH","A","78 MEADOWCOURT ROAD ","LONDON479",37,2,2,1
"559",732000,2016-05-26,126,"SE4 1LG","detached","No","freehold","3","EDWARDS WAY","LONDON","LEWISHAM","A","3 EDWARDS WAY ","LONDON480",74,4,3,0
"560",499950,2012-04-20,126,"SE4 1LG","detached","No","freehold","3","EDWARDS WAY","LONDON","LEWISHAM","A","3 EDWARDS WAY ","LONDON480",70,4,3,0
"561",320000,2016-01-08,18,"SE4 1UU","flat","No","leasehold","158B","LEWISHAM WAY","LONDON","LEWISHAM","A","158B LEWISHAM WAY ","LONDON481",131,1,2,1
"562",425000,2015-12-16,40,"SE4 2DS","flat","No","leasehold","136B","DRAKEFELL ROAD","LONDON","LEWISHAM","A","136B DRAKEFELL ROAD ","LONDON482",41,2,2,1
"563",585000,2013-02-01,132,"SE4 2ED","terraced","No","freehold","23","ST ASAPH ROAD","LONDON","SOUTHWARK","A","23 ST ASAPH ROAD ","LONDON483",61,4,4,1
"564",245000,2012-08-23,68,"SE4 2SE","semi-detached","No","freehold","2A","ARABIN ROAD","LONDON","LEWISHAM","A","2A ARABIN ROAD ","LONDON484",45,2,2,1
"565",310500,2015-07-17,114,"SE5 0EZ","flat","No","leasehold","57","CAMBERWELL ROAD","LONDON","SOUTHWARK","A","57 CAMBERWELL ROAD ","LONDON485",22,4,4,1
"566",230000,2012-09-10,96,"SE5 0SJ","flat","No","leasehold","1A","BETHWIN ROAD","LONDON","SOUTHWARK","A","1A BETHWIN ROAD ","LONDON486",56,2,2,0
"567",317500,2015-12-04,50,"SE5 7HS","flat","No","leasehold","CHESTER COURT","LOMOND GROVE","LONDON","SOUTHWARK","A","CHESTER COURT LOMOND GROVE ","LONDON487",110,2,1,1
"568",140000,2009-02-27,75,"SE5 7TG","flat","No","leasehold","56","COLEMAN ROAD","LONDON","SOUTHWARK","A","56 COLEMAN ROAD LONDON","LONDON488",47,3,3,0
"569",753500,2016-03-31,133,"SE5 8BS","flat","No","leasehold","42","CHAMPION HILL","LONDON","SOUTHWARK","A","42 CHAMPION HILL ","LONDON489",29,4,4,0
"570",200000,2012-02-24,112,"SE5 8HX","flat","No","leasehold","PERTH COURT","DENMARK HILL ESTATE","LONDON","SOUTHWARK","A","PERTH COURT DENMARK HILL ESTATE ","LONDON490",18,4,3,1
"571",195334,2009-02-20,51,"SE5 8UX","terraced","No","leasehold","102","LINWOOD CLOSE","LONDON","SOUTHWARK","A","102 LINWOOD CLOSE LONDON","LONDON491",9,2,2,1
"572",280000,2015-10-23,53,"SE5 9PG","flat","No","leasehold","12","SOUTHWELL ROAD","LONDON","LAMBETH","A","12 SOUTHWELL ROAD ","LONDON492",102,2,2,1
"573",119000,2013-10-04,25,"SE6 1LD","flat","No","leasehold","BLAIR COURT","CUMBERLAND PLACE","LONDON","LEWISHAM","A","BLAIR COURT CUMBERLAND PLACE ","LONDON493",51,1,1,0
"574",175000,2009-02-12,30,"SE6 1NS","flat","No","leasehold","3C","MINARD ROAD","LONDON","LEWISHAM","A","3C MINARD ROAD LONDON","LONDON494",33,1,2,1
"575",240000,2012-11-27,48,"SE6 2AB","flat","No","leasehold","8A","FARLEY ROAD","LONDON","LEWISHAM","A","8A FARLEY ROAD ","LONDON495",52,2,2,0
"576",310000,2016-02-09,46,"SE6 2BT","flat","No","leasehold","59","RINGSTEAD ROAD","LONDON","LEWISHAM","B","59 RINGSTEAD ROAD ","LONDON496",27,2,3,1
"577",182500,2009-01-30,37,"SE6 2EJ","flat","No","leasehold","38A","BROWNHILL ROAD","LONDON","LEWISHAM","A","38A BROWNHILL ROAD LONDON","LONDON497",55,2,2,1
"578",170000,2010-02-22,35,"SE6 2QP","flat","No","leasehold","38","CRANTOCK ROAD","LONDON","LEWISHAM","A","38 CRANTOCK ROAD ","LONDON498",33,2,2,1
"579",165000,2009-12-21,5,"SE6 3AS","flat","No","leasehold","34","CANADIAN AVENUE","LONDON","LEWISHAM","A","34 CANADIAN AVENUE ","LONDON499",32,1,2,1
"580",135000,2009-09-28,38,"SE6 4UL","flat","No","leasehold","17","BLYTHE HILL","LONDON","LEWISHAM","A","17 BLYTHE HILL ","LONDON500",51,2,3,1
"581",125000,2009-11-16,38,"SE6 4UL","flat","No","leasehold","17","BLYTHE HILL","LONDON","LEWISHAM","A","17 BLYTHE HILL ","LONDON500",51,2,3,1
"582",217500,2009-01-16,66,"SE7 7HW","terraced","No","freehold","61","BRAMHOPE LANE","LONDON","GREENWICH","A","61 BRAMHOPE LANE LONDON","LONDON501",54,2,3,1
"583",280000,2007-09-07,46,"SE7 7LN","flat","No","leasehold","82","EASTCOMBE AVENUE","LONDON","GREENWICH","A","82 EASTCOMBE AVENUE LONDON","LONDON502",52,2,2,0
"584",325000,2009-02-24,77,"SE7 8ED","terraced","No","freehold","12","KINVEACHY GARDENS","LONDON","GREENWICH","A","12 KINVEACHY GARDENS LONDON","LONDON503",70,2,5,1
"585",175000,2009-02-05,29,"SE8 3BP","flat","No","leasehold","32","BRUFORD COURT","LONDON","GREENWICH","A","32 BRUFORD COURT LONDON","LONDON504",15,1,1,1
"586",325000,2013-11-15,52,"SE8 3ES","flat","No","leasehold","CORBIDGE COURT","GLAISHER STREET","LONDON","GREENWICH","A","CORBIDGE COURT GLAISHER STREET ","LONDON505",54,2,3,1
"587",250000,2012-08-08,52,"SE8 3ES","flat","No","leasehold","CORBIDGE COURT","GLAISHER STREET","LONDON","GREENWICH","A","CORBIDGE COURT GLAISHER STREET ","LONDON505",53,2,3,1
"588",545000,2016-06-17,77,"SE8 3JP","flat","No","leasehold","STRETTON MANSIONS","GLAISHER STREET","LONDON","GREENWICH","A","STRETTON MANSIONS GLAISHER STREET ","LONDON506",44,2,3,1
"589",297500,2009-11-06,77,"SE8 3JR","flat","No","leasehold","STRETTON MANSIONS","GLAISHER STREET","LONDON","GREENWICH","A","STRETTON MANSIONS GLAISHER STREET ","LONDON506",38,2,3,1
"590",315000,2013-08-23,56,"SE8 5DP","flat","No","leasehold","1","YEOMAN STREET","LONDON","LEWISHAM","A","1 YEOMAN STREET ","LONDON507",37,2,3,1
"591",392500,2016-03-31,56,"SE8 5DP","flat","No","leasehold","1","YEOMAN STREET","LONDON","LEWISHAM","B","1 YEOMAN STREET ","LONDON507",39,2,3,1
"592",222500,2010-11-18,56,"SE8 5DP","flat","No","leasehold","1","YEOMAN STREET","LONDON","LEWISHAM","A","1 YEOMAN STREET ","LONDON507",34,2,3,1
"593",445000,2015-12-15,79,"SE9 1HX","terraced","No","freehold","25","BLUNTS ROAD","LONDON","GREENWICH","A","25 BLUNTS ROAD ","LONDON508",30,2,3,1
"594",327000,2008-07-11,90,"SE9 1HX","terraced","No","freehold","33","BLUNTS ROAD","LONDON","GREENWICH","A","33 BLUNTS ROAD LONDON","LONDON509",61,2,3,0
"595",250000,2007-11-29,82,"SE9 1NW","terraced","No","freehold","352","WESTMOUNT ROAD","LONDON","GREENWICH","A","352 WESTMOUNT ROAD LONDON","LONDON510",53,2,3,1
"596",249995,2013-05-02,64,"SE9 2DL","terraced","No","freehold","3","GAITSKELL ROAD","LONDON","GREENWICH","A","3 GAITSKELL ROAD ","LONDON511",31,2,2,1
"597",497500,2009-01-09,155,"SE9 2EX","semi-detached","No","freehold","177","AVERY HILL ROAD","LONDON","GREENWICH","A","177 AVERY HILL ROAD LONDON","LONDON512",91,6,5,1
"598",430000,2013-08-21,86,"SE9 2NA","semi-detached","No","freehold","18","PACKMORES ROAD","LONDON","GREENWICH","A","18 PACKMORES ROAD ","LONDON513",53,2,3,1
"599",390000,2010-10-25,43,"SE9 2QF","semi-detached","No","freehold","64","COLEPITS WOOD ROAD","LONDON","GREENWICH","A","64 COLEPITS WOOD ROAD ","LONDON514",69,2,1,0
"600",205000,2009-03-19,17,"SE9 3BW","semi-detached","No","freehold","35","SPEKEHILL","LONDON","GREENWICH","A","35 SPEKEHILL LONDON","LONDON515",45,1,2,1
"601",183000,2007-10-05,54,"SE9 3QH","flat","No","leasehold","103","SOUTHWOOD ROAD","LONDON","GREENWICH","A","103 SOUTHWOOD ROAD LONDON","LONDON516",17,2,2,0
"602",191500,2008-05-02,24,"SE9 3QP","flat","No","leasehold","LINKS COURT, 1","PARKVIEW ROAD","LONDON","GREENWICH","A","LINKS COURT, 1 PARKVIEW ROAD LONDON","LONDON517",46,1,1,1
"603",156000,2013-08-15,44,"SE9 4SH","flat","No","leasehold","JOHN HUNT COURT","CLARENCE ROAD","LONDON","BROMLEY","A","JOHN HUNT COURT CLARENCE ROAD ","LONDON518",70,2,2,0
"604",488000,2016-07-07,88,"SW10 0ED","flat","No","leasehold","WHISTLER TOWER","WORLDS END ESTATE","LONDON","KENSINGTON AND CHELSEA","A","WHISTLER TOWER WORLDS END ESTATE ","LONDON519",133,2,3,0
"605",1790000,2012-12-07,214,"SW10 0UY","flat","No","leasehold","35","THAMES QUAY","LONDON","HAMMERSMITH AND FULHAM","A","35 THAMES QUAY ","LONDON520",91,8,5,1
"606",850800,2012-12-03,164,"SW10 9JQ","flat","No","leasehold","GARDEN FLAT, 52","CATHCART ROAD","LONDON","KENSINGTON AND CHELSEA","A","GARDEN FLAT, 52 CATHCART ROAD ","LONDON521",24,6,4,0
"607",925000,2009-02-10,191,"SW10 9JY","flat","No","leasehold","24","REDCLIFFE SQUARE","LONDON","KENSINGTON AND CHELSEA","A","24 REDCLIFFE SQUARE LONDON","LONDON522",59,7,7,1
"608",475000,2010-12-10,55,"SW11 1NP","terraced","No","freehold","57A","NORTHCOTE ROAD","LONDON","WANDSWORTH","A","57A NORTHCOTE ROAD ","LONDON523",52,3,2,1
"609",885000,2015-11-20,111,"SW11 1QE","flat","No","leasehold","21","ECKSTEIN ROAD","LONDON","WANDSWORTH","A","21 ECKSTEIN ROAD ","LONDON524",23,4,3,1
"610",380000,2013-01-07,111,"SW11 1QE","flat","No","leasehold","21","ECKSTEIN ROAD","LONDON","WANDSWORTH","A","21 ECKSTEIN ROAD ","LONDON524",21,4,3,1
"611",567000,2007-09-17,163,"SW11 1RE","flat","No","leasehold","10B","BOUTFLOWER ROAD","LONDON","WANDSWORTH","A","10B BOUTFLOWER ROAD LONDON","LONDON525",38,5,6,1
"612",300000,2010-05-07,63,"SW11 1RE","flat","No","leasehold","9C","BOUTFLOWER ROAD","LONDON","WANDSWORTH","A","9C BOUTFLOWER ROAD ","LONDON526",42,3,3,0
"613",310000,2010-10-29,68,"SW11 1TH","flat","No","leasehold","189","ST JOHNS HILL","LONDON","WANDSWORTH","A","189 ST JOHNS HILL ","LONDON527",48,3,3,1
"614",415000,2010-09-13,68,"SW11 1TH","flat","No","freehold","189","ST JOHNS HILL","LONDON","WANDSWORTH","A","189 ST JOHNS HILL ","LONDON527",47,3,3,1
